"Name","Source","Page","Level","Casting Time","Duration","School","Range","Components","Classes","Optional/Variant Classes","Text","At Higher Levels"
"棘雹术","PHB'24","283","1环","1 附赠动作","Instantaneous","咒法","自身","声音","游侠","","当你击中生物时，这个法术会创造出从你的远程武器或弹药中生长出的荆棘雨。攻击的目标以及它周围5英尺内的每个生物都需要进行一次敏捷豁免检定，若失败则受到1d10穿刺伤害，若成功则受到一半的伤害。"," 升环施法效应. 对于高于1级的法术位，伤害增加1d10。"
"植物交谈","PHB'14","277","3环","1 动作","10 minutes","变化","自身 (30-尺 半径)","声音, 姿势","吟游诗人, 德鲁伊, 游侠","","你给周围 30 尺内的植物赋予有限的知觉与活力，使其能够与你沟通和按你的命令行事。你可以向植物询问最近一日里该区域发生的事，由此了解曾路过这里的生物、天气和其他状况。你可以让区域内因植物生长形成的困难地形（如灌木丛）在法术持续时间内变为普通地形。你也可以将有植物生长的普通地形变成困难地形（如让藤蔓树枝阻碍身后的追兵）。根据 DM 的判断，植物也可能会为你做其他的事情。虽然该法术并不能让植物拔根而起或自由移动，但它们可以自由活动自己的树枝、藤蔓和茎秆。如果法术区域内有一个植物生物，你可以如同你们有共同语言一般与其交流，但你并没有任何能影响它立场的魔力。该法术能让 纠缠术创造出来的植物放开一个被束缚的生物。",""
"植物交谈","PHB'24","318","3环","1 动作","10 minutes","变化","自身","声音, 姿势","吟游诗人, 德鲁伊, 游侠","","你赋予一个固定的30英尺辐射范围内的植物有限的知觉和活动能力，使它们能够与你交流并遵循你的简单指令。你可以询问植物关于法术区域内过去一天内发生的事件，获取有关经过的生物、天气和其他情况的信息。你还可以将由植物生长造成的困难地形（如灌木丛和下层植被）转变为持续时间内的普通地形。或者，你可以将有植物存在的普通地形转变为持续时间内的困难地形。该法术不能使植物连根拔起并四处移动，但它们可以为你移动它们的树枝、卷须和茎秆。如果一个植物生物在区域内，你可以像共享一种共同语言一样与它交流。",""
"植物滋长","PHB'14","266","3环","1 动作","Instantaneous","变化","150 尺","声音, 姿势","吟游诗人, 德鲁伊, 游侠","","该法术将活力引导给特定区域中的植物。该法术有两种用法，其一可产生即时增益，另一种则产生长期的增益。用 1 动作施展该法术时，你指定施法距离内一点，该点周边半径 100 尺内的普通植物将变的粗壮和茂盛。一个穿过该区域的生物每移动 1 尺必须花费 4 尺的移动力。你可以在该法术范围内空出一块或多块任意大小的区域，使其排除在法术效应影响之外。用 8 小时施展该法术时，你可以使这片土地肥沃。你指定施法距离内一点，该点周边半径半里内的植物将在 1 年内变的茂盛。这些植物收获时将产出两倍于正常产量的作物。",""
"植物滋长","PHB'24","305","3环","1 动作","Instantaneous","变化","150 尺","声音, 姿势","吟游诗人, 德鲁伊, 游侠","","这个法术将活力注入植物。你使用的施法时间决定了法术是具有过度生长还是丰富效果。 过度生长. 选择射程内的一点。以该点为中心的100英尺半径范围内的所有普通植物变得茂密而过度生长。通过该区域的生物每移动1英尺必须花费4英尺的移动力。你可以排除法术区域内的任意一个或多个任意大小的区域不受此影响。 丰富. 以射程内某点为中心，半英里半径内的所有植物在365天内得到丰富的滋养。这些植物在收获时产出的食物是正常量的两倍。它们每年只能从一次植物生长中获益。",""
"橡棍术","PHB'14","275","戏法","1 附赠动作","1 minute","变化","触及","声音, 姿势, 材料 (一些槲寄生，一片三叶草叶子、以及一根短棒或长棍)","德鲁伊","","你将自然之力灌入手中持握的一根短棒 或长棍中。你在法术持续时间内使用该武器进行近战攻击时，可以用你的施法属性值代替力量值来进行攻击检定和伤害掷骰，且该武器的伤害骰变为 d8。此外，若该武器原来不是魔法武器，则它将变成魔法武器。你再次施展该法术或丢掉该武器时，该法术也随之终止。",""
"橡棍术","PHB'24","316","戏法","1 附赠动作","1 minute","变化","触及","声音, 姿势, 材料 (槲寄生)","德鲁伊","","你持有的棍棒或长棍被赋予了自然之力。在持续期间，你可以使用你的施法能力代替力量属性来决定使用该武器进行近战攻击的攻击和伤害骰，并且该武器的伤害骰变为d8。如果攻击造成伤害，它可以是原力伤害或者武器的正常伤害类型（由你选择）。如果你再次施放这个法术，或者你放开武器，法术会提前结束。"," 戏法升级. 当你达到5级（d10）、11级（d12）和17级（2d6）时，伤害骰会改变。"
"次级元素咒唤术","PHB'14","226","4环","1 分钟","Concentration, up to 1 hour","咒法","90 尺","声音, 姿势","德鲁伊, 法师","","你元素咒唤术并使其显现在施法范围内一处你能看见但未被占据的空间。选择以下选项之一作为显现的生物：一个挑战等级 2或更低的元素生物两个挑战等级 1或更低的元素生物四个挑战等级 1/2或更低的元素生物八个挑战等级 1/4或更低的元素生物。每个被该法术召唤的元素生物在生命值降至0，或者法术终止时消失不见。被召唤的生物对你和你的伙伴保持友善关系。每次召唤出来的所有生物视为一个团体来骰先攻，并依此获得其自己的行动回合。他们服从你发出的所有语言命令（不需要你作动作）。如果你不发出任何命令，这些生物会在敌对生物前保护自己，如果没有敌对生物则不执行任何动作。这些生物的具体数值由 DM 掌控。"," 升环施法效应. 使用更高法术位施展该法术时，选择上文所述召唤选项之一，并显现更多生物：六环法术位显现两倍生物，八环法术位显现三倍生物。"
"次级元素咒唤术","PHB'24","255","4环","1 动作","Concentration, up to 10 minutes","咒法","自身 (15-尺 emanation)","声音, 姿势","德鲁伊, 法师","","你召唤来自元素位面的灵体，它们在你周围15英尺的辐射范围内飞舞，持续整个法术时间。直到法术结束，当你在辐射范围内击中一个生物时，任何攻击都会额外造成2d8点伤害。这个伤害是酸、冷、火或闪电（当你进行攻击时选择）。此外，辐射区域内的地面对你的敌人来说是困难地形。"," 升环施法效应. 每超过4级的法术位，伤害增加2d8。"
"次级复原术","PHB'14","255","2环","1 动作","Instantaneous","防护","触及","声音, 姿势","吟游诗人, 圣武士, 奇械师, 德鲁伊, 游侠, 牧师","","你触碰一个生物，并终止正影响它的一项疾病或一种状态。该状态可以是目盲、耳聋、麻痹或中毒其一。",""
"次级复原术","PHB'24","291","2环","1 附赠动作","Instantaneous","防护","触及","声音, 姿势","吟游诗人, 圣武士, 奇械师, 德鲁伊, 游侠, 牧师","","你触摸一个生物并结束其身上的一个状态：目盲、耳聋、麻痹或中毒。",""
"次级幻影","PHB'14","260","戏法","1 动作","1 minute","幻术","30 尺","姿势, 材料 (少许羊毛)","吟游诗人, 术士, 法师, 邪术师","","你在施法距离内创造一段声响或一个物件的影像，并使之维持至法术持续时间结束。你也可以用一个动作解除幻象，或者再次施展该法术来终止幻象。如果你创造一段声响，其音量可以是低声耳语也可以是高声尖叫。它可以是你或其他任何人的嗓音，或者是一头狮子的咆哮、一段鼓声以及任何你指定的其它声响。声响在持续时间内不会减弱，或者你也可以于法术终止前在不同的时间段创造几段分散的声响。如果你创造一个物件的影像（比如一把椅子、泥泞的脚印、一个小箱子等），则该物件大小不得大于一个边长 5 尺的立方体。该影像不具有声音、光亮、味道或任何其他的感官效应。由于影像可以被任何物件所穿透，因此与之进行物理互动时都会揭露其幻象的本质。生物用其动作调查该声响或影像时，必须进行一次对抗该法术豁免 DC 的智力（调查）检定，检定成功则判断出眼前即是幻象。幻象在看穿它的生物面前会显得模糊不清。",""
"次级幻影","PHB'24","298","戏法","1 动作","1 minute","幻术","30 尺","姿势, 材料 (少许羊毛)","吟游诗人, 术士, 法师, 邪术师","","你在范围内创造出一个声音或物体的影像，持续时间为法术的持续时间。请参见下面的描述以了解每个效果。如果你再次施放这个法术，幻觉就会结束。如果生物进行一次研究动作来检查声音或影像，该生物可以通过一次成功的智力(调查)检定对抗你的法术豁免难度等级来确定这是一个幻象。如果生物识破了幻象的本质，那么这个幻象对该生物来说就会变得模糊不清。 声音. 如果你创造一段声响，其音量可以是低声耳语也可以是高声尖叫。它可以是你或其他任何人的嗓音，或者是一头狮子的咆哮、一段鼓声以及任何你指定的其它声响。声响在持续时间内不会减弱，或者你也可以于法术终止前在不同的时间段创造几段分散的声响。 图像. 如果你创造一个物体的影像——比如一把椅子、泥泞的脚印或一个小箱子——它的大小不能超过一个5英尺的立方体。这个影像不能产生声音、光线、气味或其他任何感官效果。与影像的物理互动会揭示它是一个幻觉，因为物体可以穿过它。",""
"欧提路克冰封法球","PHB'14","263","6环","1 动作","Instantaneous","塑能","300 尺","声音, 姿势, 材料 (一个小水晶球)","法师","术士","一个冷冻能量形成的冰球从你的指尖射向施法距离内一处指定点，并在该处迸裂为一个半径 60 尺的球状区域。区域内的每个生物必须进行一次体质豁免。豁免失败者将受到 10d6 点冷冻伤害。豁免成功则伤害减半。如果冰球击中某处水体或者某处以水分为主的液态表面（不包括由水组成的生物），其触及的水面将凝结出 6 寸厚、30 尺宽的方形冻结区域。任何在其中游泳的生物将被冰面所困。受困的生物可以用一个动作进行一次对抗法术豁免 DC 的力量检定以破冰挣脱。你可以在完成该法术后延迟发射冰。此时你手上将形成一枚如投石索弹丸般的冰冷触感的小冰球。你或者任意从你手上获得冰球的生物可以随时将冰球投出去（以 40 尺射程）或者用投石索将其弹射出去（以投石索的正常射程），并以冲击将其打破。被打破后，冰球将产生与正常施法时相同的效应。你还可以将冰球设置成陷阱而不直接打破它。不论如何，被创造的小冰球1 分钟后若仍未被打破，它将自动迸裂。"," 升环施法效应. 使用七环或更高法术位施展该法术时，你使用的法术位每比六环高一环，其伤害就增加1d6。"
"欧提路克冰封法球","PHB'24","302","6环","1 动作","Instantaneous","塑能","300 尺","声音, 姿势, 材料 (一个微型水晶球体)","术士, 法师","","一个冰冷的球体从你处飞向你射程内的一个选择点，在那里它在一个60英尺半径的球体内爆炸。该区域内的每个生物进行一次体质豁免检定，失败时受到10d6寒冷伤害，成功时受到一半的伤害。如果球体击中水体，它会将水面冻结至深6英寸，覆盖面积为30英尺见方。这块冰持续1分钟。在冰冻水面上游泳的生物会被困在冰中，并获得 束缚 状态。被困生物可以采取行动进行一次力量（运动)检定，对抗你的法术豁免难度DC以挣脱束缚。完成法术施法后，你可以选择不发射球体。如果你这样做，一个大小相当于投石器子弹的球体，触感凉爽，会出现在你的手中。在任何时候，你或者你给球体的生物可以投掷球体（射程为40英尺）或者用投石器投掷它（射程为投石器的正常射程）。它在撞击时会破碎，效果与正常施放法术相同。你也可以将球体放下而不使其破碎。如果在1分钟内球体还没有破碎，它就会爆炸。"," 升环施法效应. 如果法术位等级超过6级，每高一级，伤害增加1d6。"
"欧提路克弹力法球","PHB'14","264","4环","1 动作","Concentration, up to 1 minute","塑能","30 尺","声音, 姿势, 材料 (一块透明的半球形水晶和一块与之形状相配的半球形阿拉伯胶)","奇械师, 法师","","一个微微发光的力场球将施法距离内一个大型或更小的生物或物件封在其中。一个非自愿的生物必须进行一次敏捷豁免，豁免失败则该生物在法术持续时间内被关封在球体中。任何事物——包括实体物件、能量或其它法术效应都不能穿透力场球的障壁进出其内，不过生物在球内仍可以正常呼吸。球体免疫一切伤害，且球内的生物或物件不能被来自球外的攻击或效果所伤害，球内的生物也不能对球外的事物造成伤害。该球体没有重量，而其尺寸刚好可以容纳球内的生物或物件。被封住的生物可以使用其动作推动球壁并以该生物速度的一半滚动球体。另外，球体也可以被其他生物拿起或移动。对球体施展解离术后可以摧毁球体而不伤害球内的任何事物。",""
"欧提路克弹力法球","PHB'24","303","4环","1 动作","Concentration, up to 1 minute","防护","30 尺","声音, 姿势, 材料 (一个玻璃球体)","奇械师, 法师","","一个闪亮的球体将射程内的一个大或更小的生物或物体封闭起来。不愿意的生物必须成功进行一次敏捷豁免检定，否则将被封闭直到持续时间结束。任何事物——包括实体物件、能量或其它法术效应都不能穿透力场球的障壁进出其内，不过生物在球内仍可以正常呼吸。球体免疫一切伤害，且球内的生物或物件不能被来自球外的攻击或效果所伤害，球内的生物也不能对球外的事物造成伤害。这个球体是无重量的，并且刚好足够大，可以包含里面的生物或物体。被封闭的生物可以采取一个动作来推动球体的墙壁，从而以生物的速度一半的速度滚动球体。同样，其他生物也可以捡起并移动这个球体。一个针对球体的解离术法术可以摧毁它，但不损害球体内的任何东西。",""
"死云术","PHB'14","222","5环","1 动作","Concentration, up to 10 minutes","咒法","120 尺","声音, 姿势","术士, 法师","","你在施法距离内指定一点，并以该点为中心创造一片 20 尺半径的球状黄绿色剧毒浓雾，且该浓雾会围绕拐角扩散。雾气在法术持续时间内维持存在，但仍会被强风吹散。而其存在区域则视为重度遮蔽。任何生物在一个回合内第一次进入法术区域，或者在区域内开始其回合时，必须进行一次体质豁免。豁免失败者将受到 5d8 点毒素伤害，豁免成功则伤害减半。该生物就算屏住呼吸或者不需要呼吸也会受到浓雾效应的影响。浓雾在你每回合开始时沿着地面向远离你的方向移动 10 尺。雾气比空气重，因此会沉落低洼地面甚至渗进地隙中。"," 升环施法效应. 使用六环或更高法术位施展该法术时，你使用的法术位每比五环高一环，法术的伤害就增加1d8。"
"死云术","PHB'24","251","5环","1 动作","Concentration, up to 10 minutes","咒法","120 尺","声音, 姿势","术士, 法师","","你在范围内的某个点为中心创造出一个20英尺半径的黄绿色雾气球体。雾气持续存在，直到强风（如由造风术创造的）将其吹散，从而结束法术。其区域被重度遮蔽。球体内的每个生物都必须进行一次体质豁免检定，失败则受到5d8点毒素伤害，成功则受到一半的伤害。当球体移动到生物的空间内，以及生物进入球体或在其内结束回合时，生物也必须进行这次豁免检定。一个生物每回合只进行一次这次豁免检定。球体在每个你的回合开始时远离你10英尺。"," 升环施法效应. 每超过5级的法术位，伤害增加1d8。"
"死亡一指","PHB'14","241","7环","1 动作","Instantaneous","死灵","60 尺","声音, 姿势","术士, 法师, 邪术师","","你发出负能量并贯穿施法距离内你能看见的一个生物使其承受苦痛。该生物必须进行以此体质豁免。豁免失败则受到 7d8 + 30 点黯蚀伤害，豁免成功则伤害减半。被该法术杀死的类人生物将在你下一回合开始时唤起为一只受你操控的僵尸，并在随后尽力遵循你的语言指令。",""
"死亡一指","PHB'24","273","7环","1 动作","Instantaneous","死灵","60 尺","声音, 姿势","术士, 法师, 邪术师","","你对射程内你能看到的一个生物释放负能量。目标必须进行一次体质豁免检定，失败则受到7d8 + 30点亡灵伤害，成功则伤害减半。被该法术杀死的人形生物会在你的下一个回合开始时作为僵尸复活，并听从你的口头命令。",""
"死亡法阵","PHB'14","221","6环","1 动作","Instantaneous","死灵","150 尺","声音, 姿势, 材料 (一颗价值至少500gp的黑珍珠碾碎而成的粉末)","术士, 法师, 邪术师","","一阵负能量波从施法距离内某点放出，冲击 60 尺半径的球状区域。区域内的生物必须进行一次体质豁免。豁免失败者将受到 8d6 点黯蚀伤害，豁免成功则伤害减半"," 升环施法效应. 使用七环或更高法术位施展该法术时，你使用的法术位每比六环高一环，法术的伤害就增加2d6。"
"死亡法阵","PHB'24","250","6环","1 动作","Instantaneous","死灵","150 尺","声音, 姿势, 材料 (价值500+金币的粉碎黑色珍珠粉末)","术士, 法师, 邪术师","","负能量从你选择的范围内的一点向四周60英尺半径的球形区域波动。该区域内的每个生物都必须进行一次体质豁免检定，失败则受到8d8点亡灵伤害，成功则伤害减半。"," 升环施法效应. 随着每个高于6级的法术位，伤害增加2d8。"
"死神灵魄","BMT","50","4环","1 动作","Concentration, up to 1 hour","死灵","60 尺","声音, 姿势, 材料 (一张描绘着死神化身的镀金纸牌，至少价值400gp)","","术士, 术士, 法师, 法师, 邪术师, 邪术师","你唤来一个象征死神的灵魄。其在施法距离内你可见的一个未占据位置化为实体，并使用收割者灵魄的数据。当其生命值降至0或法术结束时，灵魄会消失。该灵魄在法术持续时间内对你和你的同伴们友好。在战斗中，该生物与你共享先攻值，其回合紧跟在你的回合之后。它遵从于你的口头指令（无需任何动作）。如果你不发令，它将执行回避动作并远离危险。"," 升环施法效应. 使用5环或更高法术位施放本法术时，该法术召唤的收割者灵魄数据中使用更高的法术环阶。"
"死者交谈","PHB'14","277","3环","1 动作","10 minutes","死灵","10 尺","声音, 姿势, 材料 (燃烧的香)","吟游诗人, 牧师","法师","你给施法距离内一具尸体赋予少许生命与智力，让其可回答你的问题。这具尸体必须还有一张嘴，且不能是不死生物。若目标尸体在最近十日内曾被作为该法术的目标，则本次施法失败。你可以在法术终止前向尸体提出最多五个问题。尸体的知识仅限于其生前所知，包括它所讲的语言。回答通常是简短，含糊或重复的语句，而且如果你对尸体抱有敌意或者尸体认为你是其敌人，它也不必一定要给你正确的答复。该法术并不能让该生物的灵魂返回其身体中，只是活化了其精神。因此，该尸体不能认知新的信息，不能理解它死后发生的任何事情，也不能对未来的事件作出猜测。",""
"死者交谈","PHB'24","318","3环","1 动作","10 minutes","死灵","10 尺","声音, 姿势, 材料 (燃烧的香)","吟游诗人, 法师, 牧师","","你赋予施法范围内你选择的尸体以生命的假象，允许它回答你提出的问题。尸体必须有嘴巴，如果死去的生物在死时是亡灵，则这个法术会失败。如果尸体在过去10天内曾是这个法术的目标，法术也会失败。直到法术结束，你可以向尸体提出最多五个问题。尸体只知道它生前所知道的内容，包括它生前所知道的语言。答案通常是简短的、含糊的或重复的，如果尸体认为你是敌对的，或者它认出你是敌人，它没有义务给出真实的答案。这个法术不会将生物的灵魂返回其身体，只是它的活化精神。因此，尸体无法学习新信息，不理解它死后发生的任何事，也不能推测未来事件。",""
"死者复活","PHB'14","270","5环","1 小时","Instantaneous","死灵","触及","声音, 姿势, 材料 (一颗至少价值 500gp 的钻石，作为该法术的耗材)","吟游诗人, 圣武士, 牧师","","你触碰一个已死的生物，使其复活。该生物的死亡时间必须不超过 10 日。如果该生物的灵魂愿意并且能够回到其身体中，则它将以1点生命值重生。该法术同样会中和该生物生前体内的毒素以及罹患的非魔法疾病，但对于魔法造成的疾病、诅咒和类似的效应则无能为力；如果没有在复活前治愈这些效应，则它们在该生物重获生命的时候继续生效。该法术不能复活不死生物。该法术能治愈所有致命伤，但无法恢复失去的身体部位。如果该生物缺失了它生存所必要的身体部位或器官（比如头），则该法术自动失败。死而复生是一个痛苦的体验。复活的目标在随后进行攻击检定、豁免检定和属性检定时具有-4 减值。该目标每完成一次长休，其减值就减少 1，依次叠加直至减值完全消失。",""
"死者复活","PHB'24","310","5环","1 小时","Instantaneous","死灵","触及","声音, 姿势, 材料 (价值500+金币的钻石，法术会消耗这颗钻石)","吟游诗人, 圣武士, 牧师","","通过触摸，你可以复活一个死亡不超过10天的生物，前提是它死亡时不是不死生物。生物以1点生命值复活。此法术还中和了在死亡时影响生物的任何毒素。该法术能治愈所有致命伤，但无法恢复失去的身体部位。如果该生物缺失了它生存所必要的身体部位或器官（比如头），则该法术自动失败。从死亡中复活是一种磨难。目标在进行D20 检定时会受到-4的惩罚。每次目标完成一次长休，这个惩罚就会减少1，直到变为0。",""
"毒气喷溅","PHB'14","266","戏法","1 动作","Instantaneous","咒法","10 尺","声音, 姿势","奇械师, 德鲁伊, 术士, 法师, 邪术师","","你伸手向施法距离内一个你能看见的生物喷出一阵毒气。目标必须进行一次体质豁免，豁免失败则受 1d12 毒素伤害。当你达到5级（4d12），11级（2d12）和17级（3d12）时，此法术的damage增加1d12。",""
"毒气喷溅","PHB'24","306","戏法","1 动作","Instantaneous","死灵","30 尺","声音, 姿势","奇械师, 德鲁伊, 术士, 法师, 邪术师","","你对射程内的一个生物喷射有毒雾气。对目标进行远程法术攻击。击中时，目标受到1d12毒素伤害。"," 戏法升级. 当你达到5级（4d12），11级（2d12）和17级（3d12）时，damage增加1d12。"
"毕格比之手","PHB'14","218","5环","1 动作","Concentration, up to 1 minute","塑能","120 尺","声音, 姿势, 材料 (一个蛋壳和一只蛇皮手套)","奇械师, 法师","术士","你在施法距离内指定一处你能看见且未被占据的空间，并在该处创造出一只闪烁着微光的大型手掌。巨手在法术持续时间内维持存在，并听从你的命令进行移动，模仿你自己手掌的各类动作。巨手是一个物件，其AC为20，其生命值等于你的最大生命值。如果它的生命值降至0则法术将提前终止。其力量属性为26（+8），敏捷属性为10（+0）。巨手并不会充满其所在的空间。施展此法术时，你可以令巨手移动至多 60 尺远并造成下列效应之一。你也可以在自己随后的回合里以一个附赠动作再造成下列效应之一。 金刚拳. 巨手对自身周围5尺范围内的一个生物（或物件）发动一次打击。此时，巨掌用你的游戏数据发动一次近战法术攻击，此次攻击命中时目标将受到4d8点力场伤害。 飞击掌. 巨手尝试推撞自身周围5尺范围内的一个生物。你使用巨手的力量属性进行一次属性检定，与目标的力量（运动）检定作对抗。如果目标的体型不超过中型，则你的检定具有优势。若你胜出对抗时，目标将目标推动 5+你施法属性调整值的五倍 尺（方向由你选择）。巨手将随着目标一起移动，保持自己处在目标周围5尺的范围内。 擒拿掌. 巨手尝试对自身周围5尺范围内的一个体型不超过巨型的生物进行擒抱。你使用巨手的力量属性值来处理本次擒抱。如果目标的体型不超过中型，则你的检定具有优势。在巨手擒抱目标期间，你可以使用一个附赠动作命令巨手对其进行挤压，此时目标将受到 2d6+你的施法属性调整值 点钝击伤害。 护身掌. 这只手会挡在你和你选择的生物之间，直到你给它下达不同的命令。手会移动以保持在你和目标之间，为你提供针对目标的半身掩护。如果目标的力量值小于或等于手的力量值，目标将无法穿过手所在的空间。如果目标的力量值高于手的力量值，目标可以穿过手所在的空间向你移动，但该空间对目标来说是困难地形。"," 升环施法效应. 使用六环或更高环阶法术位施展此法术时，你使用的法术位每比五环高一环，金刚拳的伤害就会提高2d8点，擒拿掌的伤害就会提高2d6点。"
"毕格比之手","PHB'24","245","5环","1 动作","Concentration, up to 1 minute","塑能","120 尺","声音, 姿势, 材料 (一个蛋壳和一只手套)","奇械师, 术士, 法师","","你在施法范围内你能看到的未被占据的空间中创造出一只大型的、闪烁着魔法能量的手。这只手持续存在于法术持续时间内，并且根据你的命令移动，模仿你自己手的动作。这只手是一个物体，具有AC 20和等于你的生命值的生命值。如果它降至0生命值，法术结束。手不占据其空间。当你施放这个法术，以及在你的后续回合中作为附赠动作，你可以将手移动最多60英尺，然后造成以下一种效果：金刚拳. 这只手攻击它5英尺范围内的一个目标。进行一次近战法术攻击。击中时，目标受到5d8点力场伤害。飞击掌. 这只手试图推动距离它5英尺内的超大型或更小的生物。目标必须成功进行一次力量豁免检定，否则这只手会推动目标最多5英尺加上你的施法能力调整值五倍的英尺数。手随着目标移动，保持在目标5英尺范围内。擒拿掌. 手试图抓住距离它5英尺内的一只大型或更小的生物。目标必须成功进行一次敏捷豁免检定，否则目标会进入擒抱状态，逃脱DC等于你的法术豁免DC。当手抓住目标时，你可以采取一个附赠动作使手挤压它，对目标造成等于4d6加上你的法术施放能力调整值的钝击伤害。护身掌. 这只手为你提供半个掩护，以防护来自其空间或通过它的空间的攻击和其他效果。此外，它的空间对你敌人来说算作困难地形。"," 升环施法效应. 如果法术位等级超过5级，每提升一级，""紧握之拳""的伤害增加2d8，""抓握之手""的伤害增加2d6。"
"气化形体","PHB'14","244","3环","1 动作","Concentration, up to 1 hour","变化","触及","声音, 姿势, 材料 (一块薄纱和一缕清烟)","术士, 法师, 邪术师","","在法术持续时间内，你将触碰到的一个自愿生物连同其穿着携带物一起转化为一团云雾。如果生物的生命值降至 0 则法术终止。非实体的生物不受该效应影响。在该形态下，目标唯一的移动方式即是 10 尺的飞行速度。该目标可以进入并占据一个已有生物占据的空间。其拥有非魔法伤害的抗性，且进行力量、敏捷和体质豁免时具有优势。该目标可以穿过小洞、狭隙、甚至裂缝，但他会将液态物质视为固体表面。目标即使处于震慑或者失能状态时，也不会坠落并且保持在空中悬浮。云雾形态的目标不能讲话或操作物件，其随身携带或持握的物件不会掉落，也不能被使用或与之互动。另外，目标也不能攻击或施法。",""
"气化形体","PHB'24","277","3环","1 动作","Concentration, up to 1 hour","变化","触及","声音, 姿势, 材料 (一块纱布)","术士, 法师, 邪术师","","你触摸一个自愿的生物，使其及其所穿戴和携带的一切在法术持续时间内变成一团迷雾。如果目标的生命值降为0，或者其使用一个魔法动作来结束法术，则法术在目标身上结束。在这种形态下，目标唯一的移动方式是具有飞行速度10英尺，并且可以悬停。目标可以进入并占据另一个生物的空间。目标对钝击、穿刺和斩击伤害具有提升抗性；对倒地状态具有免疫；并且在力量、敏捷和体质豁免检定上具有优势。目标可以通过狭窄的开口，但它将液体视为固体表面。目标不能说话或操纵物体，它携带或持有的任何物体都不能被放下、使用或以其他方式互动。最后，目标不能攻击或施放法术。"," 升环施法效应. 每高于3级的法术位，你可以额外选择一个目标。"
"水上行走","PHB'14","287","3环","1 动作","1 hour","变化 (ritual)","30 尺","声音, 姿势, 材料 (一块软木塞)","奇械师, 德鲁伊, 术士, 游侠, 牧师","","使受术者行走于任何液体表面时（例如流水、酸液、泥浆、雪地、流沙、熔岩）都如同行走在无伤害性的实体地面上。（但走在熔岩上的生物仍会因高热而受伤）。你可以将此能力赋予施法距离内你能看见的至多十个自愿生物，并使其在法术持续时间内拥有该能力。如果你选择一个浸没在水中的生物作为该法术的目标，则受术者将会以每轮 60 尺的速度上升，直至浮上液面。",""
"水上行走","PHB'24","340","3环","1 动作","1 hour","变化 (ritual)","30 尺","声音, 姿势, 材料 (一块软木塞)","奇械师, 德鲁伊, 术士, 游侠, 牧师","","这个法术赋予在任何液态表面上移动的能力——比如水、酸、泥、雪、流沙或熔岩——就像它是无害的固体地面一样（穿越熔岩的生物仍然可能因热量受到伤害）。在范围内，你选择的最多十个愿意的生物在持续时间内获得这种能力。受影响的目标必须采取一个附赠动作从液体表面穿过进入液体本身，反之亦然，但如果目标落入液体中，目标将穿过表面进入下方的液体。",""
"水下呼吸","PHB'14","287","3环","1 动作","24 hours","变化 (ritual)","30 尺","声音, 姿势, 材料 (一截短芦苇或一根麦秆)","奇械师, 德鲁伊, 术士, 法师, 游侠","","在法术终止前，该法术让施法距离内你能看见的至多十个自愿生物获得在水下呼吸的能力。此外，受术者依然保有正常的呼吸能力。",""
"水下呼吸","PHB'24","340","3环","1 动作","24 hours","变化 (ritual)","30 尺","声音, 姿势, 材料 (一根短芦苇)","奇械师, 德鲁伊, 术士, 法师, 游侠","","这个法术赋予射程内你选择的多达十个愿意的生物在法术持续期间在水下呼吸的能力。受影响的生物也保留他们正常的呼吸方式。",""
"水墙术","XGE","170","3环","1 动作","Concentration, up to 10 minutes","塑能","60 尺","声音, 姿势, 材料 (一滴水)","德鲁伊, 德鲁伊, 术士, 术士, 法师, 法师","","你在距离内你能看到的地表的一点上召唤出由水构成的墙体。你可以制造出的墙体长度至多为 30 尺，高度至多为 10 尺，厚度至多为 1 尺。或者你也可以制造出直径至多为 20 尺的环形墙体，高度至多为 20 尺，厚度至多为 1 尺。该墙体将在法术终结时消失。该墙体所在的区域是困难地形。任何进入墙体所在空间的远程武器攻击在攻击检定中具有劣势，而穿过墙体到达其目标的火焰效果所造成的火焰伤害将减半。造成冷冻伤害的法术若穿过墙体会令穿过的部分被冻结（至少 5 平方尺的空间被冻结）。每个被冻结的5平方尺的方格具有 AC 5 和 15 点生命值。令一块被冻结的区域生命值降为 0 将摧毁它。当一个部分被摧毁时，墙体的水不会填补其位置。",""
"汲能术","XGE","155","5环","1 动作","Concentration, up to 1 minute","死灵","60 尺","声音, 姿势","术士, 术士, 法师, 法师, 邪术师, 邪术师","","一股漆黑的黑暗触须从你身上伸出，触碰你视线范围内的一名生物，从中吸取生命。目标必须进行一次敏捷豁免。若豁免成功，目标受到2d8点死灵伤害，法术结束。若豁免失败，目标受到4d8点死灵伤害，直到法术结束前，你可以在自己的每个回合使用动作自动对目标造成4d8点死灵伤害。如果你使用动作做其他事情、目标超出法术范围或目标对你有全身掩护，法术即告结束。每次法术对目标造成伤害，你都可以恢复目标受到的黯蚀伤害量的一半生命值"," 升环施法效应. 当你使用六环或更高的法术位施放该法术时，使用的法术位每高一环，伤害便增加1d8。"
